,variable1,variable2
0,23.907998939904708,0.09305095800744154
1,-22.078671829128844,0.09924681537626924
2,12.686008677743398,0.06087676761834131
3,77.71928997474772,0.12867218609663286
4,20.198290603993215,0.32866897550104746
5,64.55956685719285,0.11967220396496858
6,-25.911181388216647,0.15477422552216732
7,-50.565991443090766,0.21079379560663283
8,-64.14768530780742,0.142310644608898
9,-112.78912351376732,0.6573108296812854
10,12.536632726622292,0.2812620656452317
11,-4.366810242955812,0.025655842803526778
12,-83.06879360320096,0.019841254254469674
13,81.62566991602166,0.011576898930421957
14,-100.35044588403898,0.17146412907954564
15,62.0490893953111,0.05829571135336043
16,27.469213192837476,0.1408649696365511
17,78.41433445008815,0.13573523389045636
18,63.059339443692146,0.6233142523117621
19,3.2542988457349766,0.5331215457944842
20,16.86028280543052,0.560565100309718
21,103.40702510108557,0.8189361106820555
22,-94.49396541554376,0.2627341751837907
23,-35.085508599095945,0.4022242962680326
24,-46.34744540015841,0.3169986562507388
25,47.0011843944821,0.14848340187571166
26,-8.049355069587786,0.8431412933235782
27,75.71149908030529,0.11414337100264732
28,-18.541506115748092,0.2632582915821879
29,-94.65908920660121,0.349638109607446
30,-74.78520978719423,0.6106444485508162
31,28.55544054458205,0.24005648292970086
32,-97.22085929235882,0.17382531127457496
33,101.22798373568301,0.10543623103111692
34,101.69875511081486,0.11840184270566381
35,15.902042459230074,0.4720260408246524
36,-6.026420446664484,0.10984350962769561
37,95.28250066688172,0.5287759090349584
38,74.63819064788424,0.08755125702337838
39,44.95662827520757,0.5973220686612148
40,10.041029383937927,0.09450775765748115
41,16.231344317909766,0.44719829960449065
42,36.69231743107326,0.26785286648769835
43,19.710902781159188,0.2758631453645482
44,82.62823262604434,0.7898544008566486
45,-91.22224781527731,0.4525350618204243
46,11.507830089034927,0.9621795438661301
47,47.744186850649456,0.5202817476215218
48,34.90268654451362,0.022106299897326973
49,37.33608663973049,0.7902994647215349
50,-43.705267161152,0.1915792452938489
51,-29.154676439476113,0.39830568303761443
52,59.53080121865603,0.24457165721015864
53,-50.37232303400266,0.26815417676171266
54,84.70580318796495,0.4401826745211796
55,5.434521070196186,0.9766099937986994
56,50.053665153493895,0.4267803104045454
57,91.1618737055079,0.2728363208824319
58,-37.2492870376553,0.8934972778040852
59,-46.957522702787585,0.6679713093812235
60,65.86197377331482,0.3551916934493709
61,-44.12587167505466,0.4641380648224091
62,46.25993797389093,0.5273497044959575
63,-77.8064759462383,0.9490303902565562
64,18.088921464851463,0.2842464010330325
65,-92.17764070874786,0.08396073359782151
66,87.57626014723374,0.1831882888944188
67,-26.015385537720125,0.054796744072815234
68,71.35240491108452,0.19765915396583142
69,20.278134482963342,0.11025023498185002
70,7.580118810490296,0.03366121800306163
71,-31.584304302481108,0.06205239543173984
72,-101.74964347265208,0.2992569233744625
73,-79.94838173962664,0.3700258502495264
74,-40.737038956832734,0.6115466339882097
75,55.24075544016527,0.3335175848609883
76,-31.70422435072235,0.8631859592000166
77,53.2915184204982,0.3396281672845193
78,88.54149376213316,0.023165492685949394
79,25.995646270307077,0.44434267606848926
80,-9.048678042401072,0.21103190836873104
81,-66.83585399604893,0.1706719076568274
82,68.4204668744667,0.24134022974538924
